Quarter,department,day,team,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
4,2,6,8,0.75,4.6,3360,0,0,0,0,8,0.376597222
1,2,7,3,0.8,4.6,10500,0,0,0,0,25,0.936355556
1,2,7,8,0.75,4.6,3360,0,0,0,0,8,0.813611111
1,2,7,7,0.8,4.6,3360,0,0,0,0,8,0.350416667
1,2,1,3,0.8,4.6,10080,0,0,0,0,24,0.86037037
1,2,1,8,0.75,4.6,3360,0,0,0,0,8,0.773333333
1,2,1,12,0.8,4.6,3780,0,0,0,0,9,0.607654321
1,2,1,7,0.8,4.6,3360,0,0,0,0,8,0.342361111
1,2,2,7,0.8,4.6,4200,0,0,0,0,10,0.999533333
1,2,2,3,0.8,4.6,6300,0,0,0,0,15,0.902962963
1,2,2,8,0.75,4.6,3360,0,0,0,0,8,0.702777778
1,2,2,12,0.8,4.6,3780,0,0,0,0,9,0.636049383
1,2,2,5,0.7,4.6,3360,0,0,0,0,8,0.354444444
1,2,3,3,0.8,4.6,1200,0,0,0,0,10,0.939166667
1,2,3,8,0.8,4.6,960,0,0,0,0,8,0.930416667
1,2,3,12,0.8,4.6,1080,0,0,0,0,9,0.885925926
1,2,3,7,0.8,4.6,8400,0,0,0,0,20,0.684888889
1,2,3,5,0.7,4.6,960,0,0,0,0,8,0.592083333
1,2,4,8,0.8,4.6,2640,0,0,0,0,22,0.980984848
1,2,4,12,0.8,4.6,1080,0,0,0,0,9,0.868888889
1,2,4,3,0.8,4.6,1800,0,0,0,0,15,0.810111111
1,2,6,12,0.8,4.6,1080,0,0,0,0,9,0.868888889
1,2,6,7,0.8,4.6,6000,0,0,0,0,25,0.825444444
1,2,6,8,0.8,4.6,3600,0,0,0,0,15,0.590740741
2,2,7,3,0.8,4.6,1440,0,0,0,0,12,0.951944444
2,2,7,12,0.8,4.6,1080,0,0,0,0,9,0.945555556
2,2,1,12,0.8,4.6,0,1080,0,0,0,9,0.902962963
2,2,1,3,0.8,4.6,0,1440,0,0,0,12,0.795416667
2,2,2,12,0.8,4.6,1080,0,0,0,0,9,0.92
2,2,2,3,0.8,4.6,1440,0,0,0,0,12,0.894444444
2,2,3,12,0.8,4.6,2160,0,0,0,0,9,0.922839506
2,2,3,3,0.8,4.6,1920,0,0,0,0,8,0.786631944
3,2,2,7,0.7,5.13,1200,0,0,0,0,10,0.91375
3,2,2,12,0.8,5.13,1080,0,0,0,0,9,0.9025
3,2,2,3,0.5,5.13,1800,0,0,0,0,15,0.7866
3,2,2,4,0.75,5.13,960,0,0,0,0,8,0.656666667
3,2,2,2,0.8,5.13,1800,0,0,0,0,15,0.5814
3,2,3,12,0.8,5.13,1200,0,0,0,0,10,0.9918
3,2,3,2,0.8,5.13,1440,0,0,0,0,12,0.919125
3,2,3,4,0.75,5.13,960,0,0,0,0,8,0.734645833
3,2,3,7,0.7,5.13,960,0,0,0,0,8,0.671875
3,2,3,8,0.7,5.13,960,0,0,0,0,8,0.58
3,2,3,3,0.5,5.13,960,0,0,0,0,8,0.2565
3,2,4,3,0.5,5.13,2880,0,0,0,0,12,0.81640625
3,2,4,2,0.8,5.13,3600,0,0,0,0,15,0.710125
3,2,4,4,0.75,5.13,1920,0,0,0,0,8,0.684027778
3,2,4,8,0.7,5.13,1920,0,0,0,0,8,0.672135417
3,2,4,5,0.75,5.13,1920,0,0,0,0,8,0.631354167
3,2,4,12,0.8,5.13,2160,0,0,0,0,9,0.609583333
4,2,7,3,0.5,5.13,1800,0,0,0,0,15,0.8721
4,2,7,2,0.8,5.13,4800,0,0,0,0,20,0.8300625
4,2,7,12,0.8,5.13,2400,0,0,0,0,10,0.78375
4,2,7,7,0.7,5.13,960,0,0,0,0,8,0.283958333
4,2,1,8,0.7,5.13,960,0,0,0,0,8,0.930416667
4,2,1,12,0.8,5.13,1080,0,0,0,0,9,0.9025
4,2,1,3,0.8,5.13,2160,0,0,0,0,18,0.87115
4,2,1,2,0.8,5.13,960,0,0,0,0,8,0.36871875
4,2,1,7,0.7,5.13,960,0,0,0,0,8,0.356458333
1,1,3,11,0.7,10.05,6120,60,0,0,0,53,0.700278846
1,1,4,11,0.75,10.05,2520,34,0,0,0,26,0.7504
1,1,6,11,0.75,10.05,3240,45,0,0,0,27,0.750027778
2,1,7,11,0.75,10.05,3240,45,0,0,0,27,0.750027778
2,1,1,11,0.75,10.05,0,45,0,0,0,54,0.750648148
2,1,2,11,0.8,10.05,3240,34,0,0,0,54,0.750648148
1,1,4,11,0.8,11.41,3660,50,0,0,0,30.5,0.800570492
1,1,4,12,0.8,11.41,3660,50,0,0,0,30.5,0.800570492
1,1,4,5,0.8,11.41,3660,50,0,0,0,30.5,0.707045902
1,1,3,6,0.8,11.41,5490,50,0,0,0,30.5,0.800343766
2,1,4,6,0.8,11.41,14640,50,0,0,0,30.5,0.800024932
2,1,6,6,0.8,11.41,5490,50,0,0,0,30.5,0.800343766
2,1,7,6,0.8,11.41,5490,50,0,0,0,30.5,0.800343766
2,1,1,6,0.8,11.41,5670,50,0,0,0,31.5,0.800181818
3,1,6,6,0.8,11.41,5490,63,0,0,0,30.5,0.800343766
3,1,7,6,0.8,11.41,5490,63,0,0,0,30.5,0.800343766
3,1,1,6,0.8,11.41,4380,50,0,0,0,31,0.800358775
3,1,2,6,0.8,11.41,5580,63,0,0,0,31,0.800261486
2,1,3,11,0.35,11.41,3240,0,0,0,1,52,0.507903226
2,1,4,11,0.5,11.41,2280,0,0,0,2,55,0.50012336
2,1,6,11,0.6,11.41,2280,23,0,0,2,55,0.600447507
3,1,7,11,0.65,11.41,2640,23,0,0,2,53,0.650223718
3,1,1,11,0.7,11.41,2160,30,0,0,2,54,0.565972222
3,1,2,11,0.7,11.41,3420,30,0,0,2,56,0.700614035
3,1,3,11,0.7,11.41,3360,30,0,0,2,56,0.8211125
3,1,4,11,0.7,11.41,3480,30,0,0,2,58,0.700540441
4,1,7,11,0.75,11.41,3480,0,0,0,2,58,0.672140805
4,1,1,11,0.75,11.41,2820,0,0,0,2,58,0.750293939
1,1,2,11,0.8,11.41,0,50,0,0,0,56,0.800701754
1,1,3,11,0.8,11.41,0,38,0,0,0,56,0.800701754
1,1,4,11,0.8,11.41,3420,50,0,0,0,56,0.800701754
1,1,6,11,0.8,11.41,3420,50,0,0,0,58,0.800034503
2,1,7,11,0.8,11.41,3420,50,0,0,0,58,0.800034503
2,1,1,11,0.8,11.41,3420,50,0,0,0,58,0.800034503
2,1,2,11,0.8,11.41,3420,50,0,0,0,58,0.800034503
2,1,3,11,0.8,11.41,3420,50,0,0,0,58,0.800034503
1,1,6,11,0.8,11.61,7080,50,0,0,0,29.5,0.800237288
1,1,6,5,0.8,11.61,7080,50,0,0,0,31.5,0.800148649
1,1,7,6,0.8,11.61,6975,50,0,0,0,31,0.879714482
1,1,7,12,0.8,11.61,6975,50,0,0,0,31,0.800030199
1,1,1,6,0.8,11.61,7200,50,0,0,0,32,0.800246011
1,1,1,12,0.8,11.61,7200,50,0,0,0,32,0.800246011
1,1,2,12,0.8,11.61,5310,50,0,0,0,31.5,0.800140969
1,1,2,6,0.8,11.61,4470,38,0,0,0,31.5,0.80007657
1,1,3,12,0.8,11.61,5670,50,0,0,0,31.5,0.800246753
2,1,4,12,0.8,11.61,15120,63,0,0,0,31.5,0.800107143
2,1,6,12,0.8,11.61,4710,50,0,0,0,31.5,0.800346445
2,1,7,12,0.8,11.61,5670,50,0,0,0,31.5,0.800246753
2,1,1,12,0.8,11.61,4470,50,0,0,0,31.5,0.80007657
2,1,2,6,0.8,11.61,5670,50,0,0,0,31.5,0.800246753
2,1,2,12,0.8,11.61,5670,50,0,0,0,31.5,0.800246753
2,1,3,12,0.8,11.61,2970,50,0,0,0,31.5,0.800313433
2,1,3,6,0.8,11.61,5670,38,0,0,0,31.5,0.800246753
3,1,4,6,0.8,11.61,4950,38,0,0,0,31.5,0.80003139
3,1,4,12,0.8,11.61,4950,50,0,0,0,31.5,0.80003139
3,1,6,12,0.8,11.61,5670,63,0,0,0,31.5,0.800246753
3,1,3,6,0.8,11.61,5760,75,0,0,0,89,0.850410511
4,1,4,6,0.8,11.61,6360,63,0,0,0,32,0.800191989
4,1,6,6,0.8,11.61,5640,63,0,0,0,32,0.800537143
4,1,7,6,0.8,11.61,5760,63,0,0,0,32,0.800386364
4,1,1,6,0.8,11.61,5760,50,0,0,0,32,0.800386364
4,1,2,11,0.75,11.61,3360,34,0,0,2,57,0.750437269
4,1,3,11,0.75,11.61,3360,45,0,0,0,57,0.750503571
4,1,4,11,0.8,11.61,2820,50,0,0,2,57,0.800516667
4,1,6,11,0.8,11.61,0,50,0,0,2,58,0.800779018
1,1,7,11,0.8,11.61,0,50,4,20,0,57,0.682433036
1,1,1,11,0.8,11.61,0,50,0,0,0,57,0.800309211
2,1,4,11,0.35,12.52,25920,38,0,0,0,54,0.349951389
2,1,6,11,0.5,12.52,9540,38,0,0,0,53,0.673245283
2,1,7,11,0.6,12.52,9540,30,0,0,0,53,0.600229846
2,1,1,11,0.65,12.52,9540,44,0,0,0,53,0.64998056
2,1,3,11,0.35,14.61,7200,23,0,0,0,55,0.35003125
3,1,4,11,0.5,14.89,9900,30,0,0,0,55,0.500025069
3,1,6,11,0.6,14.89,10080,38,0,0,0,56,0.600273268
3,1,7,11,0.65,14.89,10260,44,0,0,0,57,0.650299575
3,1,1,11,0.7,14.89,10260,50,0,0,0,57,0.700170388
3,1,2,11,0.7,14.89,10260,50,0,0,0,57,0.700170388
3,1,3,11,0.7,14.89,10260,50,0,0,0,57,0.700170388
4,1,4,11,0.7,14.89,10260,50,0,0,0,57,0.700170388
4,1,6,8,0.35,15.09,9360,23,0,0,0,52,0.34998951
4,1,7,8,0.5,15.09,720,23,0,0,0,52,0.500061916
4,1,1,8,0.6,15.09,360,23,0,0,0,52,0.600143365
4,1,2,8,0.65,15.09,240,23,0,0,0,52,0.650307143
3,1,1,12,0.35,15.26,6120,23,0,0,0,34,0.35021836
3,1,2,12,0.5,15.26,3720,23,0,0,0,34,0.500290419
3,1,3,12,0.6,15.26,6360,23,0,0,0,34,0.60017284
4,1,4,12,0.6,15.26,6960,23,0,0,0,34,0.600436426
4,1,6,12,0.75,15.26,6120,40,0,0,0,34,0.750079323
4,1,7,12,0.7,15.26,6120,40,0,0,0,34,0.70043672
4,1,1,12,0.7,15.26,6120,40,0,0,0,34,0.70043672
4,1,2,12,0.7,15.26,4080,40,0,0,0,34,0.700164706
4,1,3,12,0.75,15.26,3600,45,0,0,0,35,0.750283333
5,1,4,12,0.75,15.26,4200,45,0,0,0,35,0.750646667
5,1,6,12,0.75,15.26,4200,45,0,0,0,35,0.750646667
1,1,7,12,0.75,15.26,1440,45,0,0,0,35,0.750450658
1,1,1,12,0.8,15.26,3600,63,0,0,0,35,0.800401961
1,1,2,12,0.8,15.26,2040,50,0,0,0,35,0.800259023
1,1,3,12,0.8,15.26,4080,38,0,0,0,34,0.800401961
1,1,4,12,0.8,15.26,720,38,0,0,0,34,0.800612676
1,1,6,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
2,1,7,12,0.8,15.26,2880,63,0,0,0,34,0.800355208
2,1,1,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
2,1,2,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
2,1,3,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
2,1,4,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
2,1,6,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
3,1,7,12,0.8,15.26,1440,50,0,0,0,34,0.800806306
3,1,1,12,0.8,15.26,3720,38,0,0,0,34,0.800312375
3,1,2,12,0.8,15.26,4080,38,0,0,0,34,0.800401961
3,1,3,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
3,1,4,12,0.8,15.26,1080,38,0,0,0,34,0.800711494
4,1,7,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
4,1,1,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
4,1,2,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
4,1,3,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
4,1,4,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
4,1,6,12,0.8,15.26,1700,62,0,0,0,34,0.800260821
1,1,7,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
1,1,1,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
1,1,2,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
1,1,3,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
1,1,4,12,0.8,15.26,4080,50,0,0,0,34,0.800401961
1,1,6,12,0.8,15.26,4080,75,0,0,0,34,0.850520588
2,1,7,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
2,1,1,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
2,1,2,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
2,1,3,12,0.8,15.26,4080,63,0,0,0,34,0.800401961
1,1,2,2,0.4,15.28,5400,0,6.5,30,1,45,0.30277037
1,1,3,2,0.5,15.28,5520,0,0,0,1,46,0.404144928
1,1,4,2,0.6,15.28,1320,0,0,0,1,46,0.600099145
1,1,6,2,0.65,16.1,4200,0,0,0,1,45,0.65024031
2,1,7,2,0.7,16.1,4800,30,0,0,1,45,0.700106061
2,1,1,2,0.7,16.1,5520,30,0,0,1,45,0.700516224
2,1,2,2,0.7,16.1,5400,40,0,0,1,45,0.700051852
2,1,3,2,0.75,16.1,5400,45,0,0,1,45,0.750140741
3,1,1,10,0.6,18.22,5280,0,0,0,1,44,0.35542803
3,1,2,10,0.65,18.22,0,0,8,35,1,49,0.302117347
4,1,3,6,0.35,18.79,1800,23,0,0,0,32,0.437995338
5,1,4,6,0.5,18.79,3960,23,0,0,0,33,0.500117677
5,1,6,6,0.6,18.79,3960,23,0,0,0,33,0.600710606
1,1,7,6,0.65,18.79,3960,26,0,0,0,33,0.651007071
1,1,1,6,0.7,18.79,3960,30,0,0,0,33,0.700354545
1,1,2,6,0.7,18.79,4020,30,0,0,0,33.5,0.700184577
1,1,3,6,0.7,18.79,3360,30,0,0,0,33,0.700710417
1,1,4,6,0.7,18.79,2760,30,0,0,0,33,0.700079032
1,1,6,6,0.75,18.79,1560,34,0,0,0,33,0.750520115
2,1,7,6,0.75,18.79,3960,34,0,0,0,33,0.75065101
2,1,1,6,0.75,18.79,4080,0,0,0,0,34,0.612517157
2,1,2,6,0.75,18.79,2400,0,0,0,0,34,0.750797009
2,1,3,6,0.8,18.79,3480,38,0,0,0,34,0.800947475
2,1,4,6,0.8,18.79,3960,0,0,0,0,33,0.688017677
2,1,6,6,0.8,18.79,4080,0,0,0,0,34,0.557252451
3,1,7,6,0.75,18.79,4080,0,0,0,0,34,0.681598039
3,1,7,9,0.5,18.79,5280,0,0,0,1,54,0.283054487
3,1,1,6,0.75,18.79,3960,0,0,0,0,33,0.75065101
3,1,1,9,0.6,18.79,5400,0,0,0,1,54,0.329964879
3,1,2,6,0.75,18.79,3360,0,0,0,0,33,0.750621354
3,1,2,9,0.65,18.79,5520,0,0,0,1,51,0.650134
3,1,3,6,0.75,18.79,3960,34,0,0,0,33,0.75065101
3,1,3,9,0.7,18.79,4560,30,0,0,1,51,0.70009573
3,1,4,6,0.75,18.79,3960,56,0,0,0,33,0.75065101
3,1,4,9,0.7,18.79,6120,30,0,0,1,51,0.638614379
4,1,7,6,0.75,18.79,3960,45,0,0,0,33,0.75065101
4,1,7,9,0.7,18.79,3240,30,0,0,1,57,0.627011183
4,1,1,6,0.75,18.79,3960,45,0,0,0,33,0.75065101
4,1,1,9,0.7,18.79,6000,40,0,0,1,50,0.60128
4,1,2,6,0.75,18.79,3360,45,0,0,0,33,0.75065101
4,1,2,9,0.7,18.79,3000,30,0,0,1,52,0.700256795
4,1,3,9,0.75,18.79,6240,56,0,0,1,52,0.970816667
4,1,3,6,0.75,18.79,3960,45,0,0,1,33,0.75065101
4,1,4,6,0.75,18.79,3960,45,0,0,0,33,0.75065101
4,1,4,9,0.75,18.79,5640,45,0,0,1,52,0.750371895
4,1,6,6,0.75,18.79,3960,45,0,0,0,33,0.75065101
4,1,6,9,0.75,18.79,6240,45,0,0,1,52,0.750395513
1,1,7,6,0.75,18.79,3960,45,0,0,0,33,0.75065101
1,1,7,9,0.75,18.79,6240,34,0,0,0,52,0.750395513
1,1,1,6,0.75,18.79,2880,34,0,0,0,33,0.750797009
1,1,1,9,0.75,18.79,6240,45,0,0,0,52,0.750395513
1,1,2,9,0.75,18.79,6240,34,0,0,0,52,0.750395513
1,1,3,9,0.75,18.79,6240,34,0,0,0,52,0.750395513
1,1,3,6,0.75,18.79,3960,0,0,0,0,33,0.332146465
1,1,4,9,0.75,18.79,6240,45,0,0,0,52,0.750395513
1,1,6,9,0.75,18.79,3480,45,0,0,0,51,0.749987124
2,1,7,9,0.75,18.79,5640,45,0,0,0,52,0.750371895
2,1,1,9,0.75,18.79,6240,45,0,0,0,52,0.750395513
2,1,2,9,0.75,18.79,6240,45,0,0,0,52,0.750395513
2,1,3,9,0.75,18.79,5040,45,0,0,0,52,0.750347333
1,1,4,10,0.75,19.31,6480,45,0,0,0,54,0.712205247
1,1,6,10,0.75,19.31,6480,56,0,0,0,54,0.787299691
1,1,7,11,0.75,19.31,6480,45,0,0,0,54,0.750348457
1,1,1,11,0.8,19.31,4800,50,0,0,0,55,0.800250962
1,1,2,11,0.75,19.31,9900,45,0,0,0,55,0.750057851
3,1,3,10,0.7,19.68,5640,0,8,35,1,47,0.303574468
3,1,4,10,0.7,19.68,5760,0,0,0,1,48,0.249416667
1,1,4,2,0.75,19.87,6000,34,0,0,0,55,0.753097531
1,1,6,2,0.75,19.87,6600,45,0,0,0,55,0.75024303
1,1,7,3,0.75,19.87,6600,45,0,0,0,55,0.75024303
1,1,1,3,0.75,19.87,6600,45,0,0,0,55,0.75024303
1,1,2,3,0.8,19.87,9900,50,0,0,0,55,0.800273829
1,1,3,3,0.8,19.87,9900,50,0,0,0,55,0.800273829
2,1,4,3,0.8,19.87,9900,50,0,0,0,55,0.800273829
2,1,6,3,0.75,19.87,7080,45,0,0,0,56,0.750098351
2,1,7,3,0.8,19.87,6420,0,0,0,0,55,0.690182815
2,1,1,3,0.8,19.87,9900,0,0,0,0,55,0.800273829
4,1,3,11,0.5,20.1,5880,46,0,0,0,54,0.500567308
5,1,4,11,0.6,20.1,4320,46,0,0,0,51,0.60059761
5,1,6,11,0.65,20.1,6480,49,0,0,0,54,0.650148148
1,1,7,11,0.7,20.1,6120,75,0,0,0,54,0.700508929
1,1,2,6,0.75,20.2,3120,45,0,0,0,33,0.750212553
3,1,7,5,0.6,20.4,10440,30,0,0,0,58,0.600062696
3,1,1,5,0.65,20.4,8280,35,0,0,0,58,0.650066445
3,1,2,5,0.7,20.4,10260,50,0,0,0,57,0.700063796
3,1,3,5,0.7,20.4,10440,50,0,0,0,58,0.750344828
4,1,4,5,0.7,20.4,10440,40,0,0,0,58,0.700250784
4,1,6,5,0.7,20.4,10440,50,0,0,0,58,0.700250784
4,1,7,5,0.7,20.4,10440,50,0,0,0,58,0.700250784
4,1,1,5,0.75,20.4,10320,56,0,0,0,58,0.750031447
1,1,1,11,0.7,20.55,6480,60,0,0,0,54,0.700398148
2,1,6,5,0.5,20.79,7680,0,0,0,0,56,0.388007813
2,1,7,5,0.6,20.79,7980,0,0,0,0,57,0.452979626
2,1,1,5,0.65,20.79,8460,0,0,0,0,59,0.650040783
2,1,2,5,0.7,20.79,10440,0,0,0,0,58,0.526810345
2,1,3,5,0.7,20.79,7320,0,0,0,0,58,0.700095563
3,1,4,5,0.7,20.79,10440,0,0,0,0,58,0.700060345
4,1,2,5,0.5,20.79,6960,30,0,0,0,58,0.500035345
4,1,3,5,0.6,20.79,6960,88,0,0,0,58,0.800534483
5,1,4,5,0.65,20.79,7080,81,0,0,0,59,0.800473729
4,1,7,10,0.7,21.25,6000,0,0,0,1,50,0.456875
4,1,1,10,0.7,21.25,6000,0,0,0,1,50,0.417916667
4,1,2,10,0.7,21.25,6360,0,0,0,1,53,0.471108491
4,1,3,10,0.7,21.82,6240,0,0,0,2,52,0.700058333
4,1,4,10,0.7,21.82,3240,0,0,0,1,52,0.700251773
4,1,6,10,0.7,21.82,6120,40,0,0,1,51,0.700236601
1,1,7,10,0.7,21.82,5640,30,0,0,0,52,0.700236601
1,1,1,10,0.7,21.82,3600,30,0,0,0,51,0.70013604
1,1,2,10,0.7,21.82,5040,30,0,0,0,51,0.699984417
1,1,3,10,0.7,21.82,5760,30,0,0,0,53,0.700058333
1,1,4,10,0.7,21.82,6000,30,0,0,0,50,0.700422
1,1,6,10,0.7,21.82,6000,30,0,0,0,50,0.700422
2,1,7,10,0.7,21.82,6000,30,0,0,0,50,0.700422
2,1,1,10,0.7,21.82,6000,30,0,0,0,50,0.700422
2,1,2,10,0.75,21.82,6000,34,0,0,0,50,0.750608
2,1,3,10,0.75,21.82,6000,34,0,0,0,50,0.750608
1,1,1,5,0.6,21.98,6960,23,0,0,0,58,0.600028736
1,1,2,5,0.65,21.98,10440,35,0,0,0,58,0.649983281
1,1,3,5,0.7,21.98,9720,40,0,0,0,58,0.700480831
2,1,1,4,0.35,22.4,7350,0,0,0,0,51.5,0.35063299
2,1,2,4,0.5,22.4,10170,23,0,0,0,56.5,0.500380799
2,1,2,10,0.35,22.4,10170,23,0,0,0,56.5,0.35020649
2,1,3,4,0.6,22.4,5100,23,0,0,0,57,0.600369686
2,1,3,10,0.5,22.4,3390,23,0,0,0,56.5,0.499980334
3,1,4,3,0.5,22.52,10170,30,0,0,0,56.5,0.660683293
3,1,4,4,0.65,22.52,10080,26,0,0,0,56,0.650130952
3,1,4,10,0.6,22.52,10170,23,0,0,0,56.5,0.600291767
3,1,6,4,0.7,22.52,10170,50,0,0,0,56.5,0.7005417
3,1,6,10,0.65,22.52,9720,35,0,0,0,54,0.650198653
3,1,6,3,0.6,22.52,10170,30,0,0,0,56.5,0.600291767
3,1,7,4,0.7,22.52,10170,50,0,0,0,56.5,0.7005417
3,1,7,10,0.7,22.52,10080,40,0,0,0,56,0.700094156
3,1,7,3,0.65,22.52,10170,35,0,0,0,56.5,0.650416734
3,1,1,4,0.7,22.52,10260,63,0,0,0,57,0.750068049
3,1,1,3,0.7,22.52,10170,50,0,0,0,56.5,0.750062751
3,1,1,10,0.7,22.52,10080,63,0,0,0,56,0.750057359
3,1,2,4,0.7,22.52,10260,63,0,0,0,57,0.750068049
3,1,2,10,0.7,22.52,10080,63,0,0,0,56,0.750057359
3,1,2,3,0.7,22.52,8460,50,0,0,0,57,0.750037968
3,1,3,4,0.75,22.52,10080,94,0,0,0,56,0.900556277
3,1,3,10,0.7,22.52,10080,75,0,0,0,56,0.800020563
3,1,3,3,0.7,22.52,10260,63,0,0,0,57,0.750068049
3,1,3,7,0.5,22.52,10080,23,0,0,0,56,0.500241342
4,1,4,4,0.75,22.52,10080,81,0,0,0,56,0.849983766
4,1,4,10,0.75,22.52,10080,55,0,0,0,56,0.800020563
4,1,4,3,0.7,22.52,10260,63,0,0,0,57,0.750068049
4,1,4,7,0.6,22.52,10260,23,0,0,0,57,0.60041361
4,1,6,4,0.75,22.52,10260,94,0,0,0,57,0.900321106
4,1,6,10,0.75,22.52,10080,69,0,0,0,56,0.80062987
4,1,6,3,0.75,22.52,10260,69,0,0,0,57,0.80035194
4,1,6,7,0.65,22.52,10170,26,0,0,0,56.5,0.650416734
4,1,7,4,0.75,22.52,10260,94,0,0,0,57,0.900321106
4,1,7,3,0.75,22.52,10350,55,0,0,0,57.5,0.800513307
4,1,7,10,0.75,22.52,10080,69,0,0,0,56,0.800020563
4,1,7,7,0.7,22.52,10170,40,0,0,0,56.5,0.7005417
4,1,1,4,0.8,22.52,10170,60,0,0,0,56.5,0.850312684
4,1,1,3,0.75,22.52,10260,69,0,0,0,57,0.80035194
4,1,1,10,0.75,22.52,10080,55,0,0,0,56,0.800020563
4,1,2,2,0.75,22.52,6840,119,0,0,0,57,1.000230409
4,1,2,3,0.75,22.52,6840,119,0,0,0,57,1.000230409
4,1,2,10,0.8,22.52,6720,70,0,0,0,56,0.900129762
4,1,2,4,0.8,22.52,6780,60,0,0,0,56.5,0.850312684
4,1,3,2,0.8,22.52,6840,90,0,0,0,57,1.000230409
4,1,3,3,0.8,22.52,6840,113,0,0,0,57,1.000230409
4,1,3,10,0.8,22.52,6720,60,0,0,0,56,0.850532143
4,1,3,4,0.8,22.52,6780,50,0,0,0,56.5,0.800489676
5,1,4,2,0.8,22.52,6840,113,0,0,0,57,1.000230409
5,1,4,3,0.8,22.52,6840,100,0,0,0,57,0.950185965
5,1,4,4,0.8,22.52,6900,88,0,0,0,57.5,0.9008
5,1,4,10,0.8,22.52,6720,88,0,0,0,56,0.900129762
5,1,6,3,0.8,22.52,6960,113,0,0,0,58,1.000457471
5,1,6,2,0.8,22.52,6840,113,0,0,0,57,1.000230409
5,1,6,10,0.8,22.52,6720,93,0,0,0,56,0.920236905
5,1,6,4,0.8,22.52,6660,88,0,0,0,57.5,0.900537069
1,1,7,2,0.8,22.52,6900,113,0,0,0,57.5,1.000671304
1,1,7,3,0.8,22.52,6840,100,0,0,0,57,0.950185965
1,1,7,10,0.8,22.52,6720,75,0,0,0,56,0.850532143
1,1,7,4,0.8,22.52,7020,60,0,0,0,58.5,0.85011396
1,1,1,2,0.8,22.52,7020,88,0,0,0,58.5,0.900158405
1,1,1,3,0.8,22.52,6840,70,0,0,0,57,0.90014152
1,1,1,10,0.8,22.52,6720,88,0,0,0,56,0.900129762
1,1,1,4,0.8,22.52,5940,50,0,0,0,56.5,0.800393224
1,1,2,1,0.8,22.52,6900,113,0,0,0,57.5,1.000018551
1,1,2,10,0.8,22.52,6720,90,0,0,0,56,0.999995238
1,1,2,3,0.8,22.52,6840,100,0,0,0,57,0.950185965
1,1,2,2,0.8,22.52,6960,100,0,0,0,58,0.949981609
1,1,2,4,0.8,22.52,5460,63,0,0,0,56.5,0.800434622
1,1,3,2,0.8,22.52,6900,100,0,0,0,57.5,1.05028058
1,1,3,3,0.8,22.52,6840,113,0,0,0,57,1.000230409
1,1,3,10,0.8,22.52,6720,113,0,0,0,56,0.999995238
1,1,3,1,0.8,22.52,6900,88,0,0,0,57.5,0.900147246
1,1,3,9,0.8,22.52,6960,50,0,0,0,58,0.799963218
1,1,4,2,0.8,22.52,6780,113,0,0,0,56.5,1.000446018
1,1,4,1,0.8,22.52,6900,113,0,0,0,57.5,1.000018551
1,1,4,10,0.8,22.52,6720,113,0,0,0,56,0.999995238
1,1,4,3,0.8,22.52,6840,100,0,0,0,57,0.950185965
1,1,6,2,0.8,22.52,6900,113,0,0,0,58,1.000018551
1,1,6,3,0.8,22.52,6840,100,0,0,0,57,0.950185965
1,1,6,1,0.8,22.52,6780,88,0,0,0,57,0.900135693
1,1,6,10,0.8,22.52,6720,88,0,0,0,56,0.900129762
2,1,7,2,0.8,22.52,6900,113,0,0,0,57.5,1.000018551
2,1,7,10,0.8,22.52,6720,88,0,0,0,56,0.9008
2,1,7,1,0.8,22.52,6780,88,0,0,0,56.5,0.900135693
2,1,7,3,0.8,22.52,6720,88,0,0,0,56,0.900129762
2,1,1,10,0.8,22.52,120,88,0,0,0,56,0.9008
2,1,1,1,0.8,22.52,3600,70,0,0,0,57,0.900509044
2,1,1,2,0.8,22.52,360,70,0,0,0,57,0.900477825
2,1,1,3,0.8,22.52,5400,50,0,0,0,57,0.800161172
2,1,2,10,0.8,22.52,0,88,0,0,0,56,0.90063244
2,1,2,1,0.8,22.52,0,88,0,0,0,57,0.90047076
2,1,2,3,0.8,22.52,0,88,0,0,0,57,0.90047076
